datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,pm2.5,no2,co2,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunriseEpoch,sunsetEpoch,moonphase,tempRange,heatIndex,severityScore,month,dayOfWeek,isWeekend,healthRiskScore
1725956092,83.30,59.55,68.95,80.21,60.07,70.11,35.17,33.92,422.89,56.19,56.83,0.02,1.18,5.41,11.99,5.17,303.62,1019.75,4.54,11.98,270.20,22.44,5.84,10.02,1725947184,1725989839,0.26,21.02,76.14,2.24,9,5,FALSE,8.88
1725944400,82.30,61.80,72.50,81.40,61.80,72.40,29.39,30.99,416.79,52.50,50.40,0.00,1.00,0.00,13.20,8.10,199.40,1019.00,6.70,12.10,255.40,22.00,7.00,10.00,1725967566,1726013269,0.25,20.50,76.95,2.72,9,5,FALSE,9.07
1725912291,83.09,62.98,72.30,81.79,61.15,74.00,23.98,26.34,448.39,53.54,51.50,0.00,-4.26,-0.17,13.20,7.84,188.93,1019.47,6.56,12.22,260.27,21.87,6.98,10.26,1725987767,1726042796,0.27,20.65,77.48,2.74,9,5,FALSE,9.10
1725987780,106.62,80.76,93.85,101.79,79.71,91.95,36.41,34.01,399.83,38.73,15.68,0.00,1.85,3.32,11.47,5.27,129.49,1007.58,6.03,12.71,275.07,24.79,9.26,8.94,1725987073,1725986017,0.25,24.45,89.87,2.81,9,5,FALSE,9.42
1725945383,81.37,69.61,73.54,78.44,69.71,74.90,30.17,34.61,447.45,63.43,73.43,-0.01,2.92,4.29,21.19,12.84,318.14,1010.21,28.06,11.87,274.79,23.81,9.10,8.54,1725979488,1726034416,0.28,9.29,76.29,3.82,9,5,FALSE,10.49
1725922904,89.99,70.53,78.29,89.88,69.98,80.34,39.01,25.40,442.70,58.23,52.81,0.05,26.37,21.00,19.34,10.65,47.00,1013.37,39.00,11.93,286.97,24.61,9.01,10.50,1725966719,1726003021,0.25,18.75,80.26,3.66,9,5,FALSE,9.88
1725961527,78.46,69.40,75.27,79.21,68.70,74.84,37.59,33.11,465.24,65.48,68.81,0.00,4.03,5.51,20.76,12.52,299.38,1010.18,27.08,12.37,273.00,24.09,8.85,10.57,1725993484,1726061449,0.26,10.15,75.57,3.79,9,5,FALSE,10.35
1725940800,81.60,60.00,70.40,81.10,60.00,70.30,35.53,30.62,451.46,54.40,58.40,0.03,0.00,4.17,11.00,5.40,294.20,1019.80,3.00,11.90,265.50,22.80,6.00,10.00,1725964645,1726010209,0.25,21.60,76.12,2.30,9,5,FALSE,8.96
1725953876,90.21,61.79,75.03,89.04,62.13,76.83,35.45,31.11,461.01,56.15,52.23,0.00,6.15,4.65,11.81,5.75,84.34,1015.16,9.92,11.92,270.76,23.03,8.17,9.30,1726032748,1726015983,0.23,27.51,77.82,2.76,9,5,FALSE,9.31
1726004454,78.83,59.50,68.15,79.47,58.78,67.75,38.43,26.96,441.44,57.79,72.87,-0.01,-1.02,0.96,16.79,10.03,294.60,1012.33,16.47,12.59,276.41,24.07,8.99,10.43,1726000625,1726013662,0.24,18.78,73.76,3.59,9,5,FALSE,9.76
1725897952,105.01,81.68,94.23,100.98,80.19,89.33,36.22,27.89,429.38,38.93,18.19,0.00,-1.69,4.28,10.04,5.08,151.16,1007.03,1.02,12.31,274.46,24.47,8.87,10.13,1725954042,1726065881,0.27,24.16,89.34,2.86,9,5,FALSE,9.31
1725969279,106.91,81.73,92.38,101.81,79.44,89.70,24.44,34.00,429.32,39.62,14.34,0.03,-1.45,3.07,10.50,5.33,135.34,1007.12,2.39,12.43,282.66,23.81,8.84,11.04,1725940406,1726021224,0.26,24.50,89.53,2.86,9,5,FALSE,9.45
1725932516,81.72,59.91,69.81,80.31,57.94,70.16,37.53,28.76,412.53,54.71,57.43,0.02,-0.79,4.01,11.69,5.56,288.66,1020.32,3.10,12.23,254.64,22.38,6.10,10.64,1725971419,1725979401,0.23,21.63,75.88,2.40,9,5,FALSE,8.93
1725975874,85.65,67.34,75.87,86.14,67.57,76.75,25.66,26.67,423.70,58.70,54.28,0.02,1.73,4.85,20.46,10.27,221.96,1010.19,6.79,11.88,279.21,23.20,8.98,8.46,1725920199,1726087957,0.25,18.99,79.40,3.81,9,5,FALSE,9.90
1725924421,105.64,81.89,92.81,102.69,79.58,88.70,25.22,30.21,397.86,40.09,15.72,0.02,-0.10,4.23,10.53,5.35,136.03,1006.38,0.23,12.43,282.14,24.11,9.12,10.37,1725869486,1725987149,0.25,25.27,89.77,2.88,9,5,FALSE,9.48
1725974244,79.26,60.01,67.67,80.43,59.18,67.18,30.01,29.04,475.03,56.51,71.46,-0.01,-0.11,-0.33,17.36,9.70,288.82,1012.66,15.94,12.30,280.47,24.27,8.90,9.58,1726010704,1726028520,0.23,20.49,73.42,3.53,9,5,FALSE,9.81
1725931777,83.20,60.91,73.38,81.87,60.82,71.47,25.61,28.51,441.31,52.48,51.93,0.02,1.10,-0.28,13.62,8.12,192.33,1018.96,7.77,12.01,259.76,21.89,6.94,10.84,1726037928,1726005997,0.24,19.65,76.68,2.62,9,5,FALSE,8.99
1726115778,106.73,81.87,95.03,102.36,80.39,90.06,36.25,31.13,448.48,39.62,16.81,0.00,2.49,4.06,14.77,7.91,192.99,1002.44,5.67,14.95,273.12,24.62,8.93,8.22,1726070072,1726135724,0.32,24.70,89.66,3.37,9,6,FALSE,9.53
1725979558,79.89,65.29,72.23,80.03,64.77,72.81,31.24,28.48,433.75,57.97,62.36,0.01,-1.48,0.21,12.44,7.86,168.31,1021.85,17.36,14.75,265.20,21.85,5.86,7.90,1726067872,1726136546,0.23,16.75,77.49,2.36,9,6,FALSE,9.09
1726027200,80.70,64.70,72.10,80.80,64.70,72.10,38.67,32.87,420.32,57.20,60.40,0.00,0.00,0.00,12.10,8.30,171.70,1021.70,13.10,15.00,264.80,22.90,6.00,10.00,1726050798,1726096259,0.25,16.00,76.09,2.41,9,6,FALSE,9.07
1726038000,77.30,57.60,66.30,77.30,57.60,66.30,37.19,30.38,447.50,56.80,73.10,0.00,4.00,0.00,23.00,13.40,273.90,1009.60,17.30,15.00,264.00,22.60,8.00,10.00,1726062408,1726107629,0.29,19.70,72.91,3.90,9,6,FALSE,10.14
1725997824,81.17,64.58,72.52,81.67,65.35,72.59,30.74,27.22,428.78,56.79,63.01,0.00,-1.50,-0.22,11.86,8.53,168.58,1020.97,11.06,15.01,268.03,22.78,5.85,11.23,1726076254,1726112089,0.27,15.34,75.83,2.47,9,6,FALSE,9.16
1726069494,85.94,75.55,79.59,92.34,73.25,81.83,40.70,35.73,464.46,68.92,73.57,0.06,41.66,16.28,18.69,10.70,31.67,1007.14,51.82,14.90,203.99,16.56,4.87,10.32,1726020942,1726109871,0.27,11.28,83.33,2.72,9,6,FALSE,10.36
1726052523,81.66,64.09,73.69,81.87,65.18,72.62,36.98,35.77,466.49,56.55,59.00,0.00,2.70,0.28,12.48,8.05,184.11,1021.79,10.16,14.58,266.69,22.84,5.80,9.90,1726038803,1726042343,0.25,16.57,76.64,2.56,9,6,FALSE,9.05
1725985568,77.78,63.69,69.17,78.23,62.89,69.27,40.29,35.24,486.88,59.86,75.77,-0.01,4.91,0.42,16.82,8.77,193.51,1006.98,17.76,14.75,287.83,23.09,8.87,10.57,1726007961,1726095487,0.30,15.44,72.02,3.49,9,6,FALSE,9.77
1726038000,78.70,63.10,68.60,78.70,63.10,68.60,40.12,33.47,447.62,59.90,74.50,0.00,2.00,0.00,16.60,8.90,183.00,1007.30,14.70,15.00,277.60,23.80,9.00,10.00,1726061633,1726106662,0.29,15.60,72.30,3.46,9,6,FALSE,9.81
1726050617,86.37,70.80,78.64,89.08,68.73,78.85,33.71,33.20,505.44,69.07,77.88,0.06,20.09,12.71,16.01,8.93,83.24,1010.62,43.46,14.40,139.84,11.69,5.22,10.36,1726031797,1726053441,0.26,14.33,80.11,2.79,9,6,FALSE,10.03
1726030800,79.40,76.40,77.90,79.40,76.40,77.90,36.83,39.98,522.20,75.00,90.80,0.35,78.00,20.83,20.10,11.90,54.60,1008.50,84.10,8.50,15.70,1.40,0.00,10.00,1726056258,1726101064,0.25,3.00,80.26,2.04,9,6,FALSE,9.88
1726056779,79.59,77.55,77.00,81.07,75.62,78.03,43.92,38.29,482.65,73.70,91.12,0.35,76.27,19.95,19.65,11.93,58.76,1009.20,84.88,8.61,20.40,0.82,-0.06,9.11,1726053442,1726115789,0.27,3.15,80.13,1.98,9,6,FALSE,9.96
1726052251,79.28,63.12,68.57,80.19,63.22,68.95,30.42,36.55,475.94,59.02,76.65,0.01,4.41,-0.46,16.29,8.98,175.17,1006.82,13.73,15.44,281.63,24.19,9.07,9.07,1726066396,1726151312,0.30,14.96,72.50,3.59,9,6,FALSE,9.78
1726044107,70.17,65.23,67.93,71.00,65.90,68.44,34.64,32.80,459.48,62.55,77.02,-0.02,1.03,0.09,17.84,10.67,262.24,1007.09,38.16,15.13,277.89,24.30,8.84,10.79,1726086968,1726106956,0.29,6.22,68.46,3.47,9,6,FALSE,9.79
1726032845,83.82,61.45,71.76,84.13,62.80,70.39,30.18,31.55,457.90,57.57,63.56,0.00,-2.78,-0.59,8.41,5.45,202.23,1020.92,11.22,15.19,253.39,22.97,6.19,9.58,1726051837,1726117802,0.25,22.32,75.76,1.85,9,6,FALSE,8.82
1726024328,87.18,70.85,76.33,91.63,70.57,79.64,43.40,38.26,463.56,70.48,76.00,0.05,21.84,12.36,16.80,9.10,102.05,1010.40,38.04,14.91,143.56,11.40,5.13,10.38,1726065467,1726103275,0.26,14.87,80.35,2.73,9,6,FALSE,9.96
1726030939,80.74,63.53,71.20,80.56,66.60,72.60,34.24,30.91,456.39,58.93,59.70,0.00,3.31,0.47,11.84,8.39,168.25,1021.34,12.13,15.11,259.70,23.15,5.88,10.61,1726068130,1726086247,0.26,15.59,76.45,2.36,9,6,FALSE,9.09
1726030800,85.20,70.60,77.70,89.80,70.60,79.20,36.64,38.01,463.81,69.30,76.00,0.05,21.00,12.50,16.60,9.20,92.60,1010.50,40.00,15.00,139.60,11.90,5.00,10.00,1726056519,1726101484,0.25,14.60,79.73,2.66,9,6,FALSE,10.00
1726019893,87.23,74.50,80.72,91.27,74.98,82.57,33.34,32.82,462.14,70.53,73.40,0.07,42.87,16.76,18.30,10.49,49.81,1008.23,51.48,14.97,187.84,16.28,4.99,10.77,1726055242,1726122596,0.25,10.99,84.10,2.85,9,6,FALSE,10.54
1726042575,85.56,64.60,75.20,82.41,65.18,73.96,27.68,26.51,443.47,55.19,51.61,0.00,5.06,0.14,14.09,8.82,171.31,1015.38,8.98,15.33,253.11,22.07,6.87,9.50,1726094294,1726105610,0.23,19.62,77.61,2.85,9,6,FALSE,9.16
1726066748,80.24,64.56,71.39,81.07,63.85,74.11,38.10,30.80,460.58,57.78,62.31,0.00,-2.79,0.59,12.07,8.80,166.23,1022.10,8.81,15.10,259.68,23.14,6.09,11.04,1726071790,1726059915,0.24,15.78,77.02,2.40,9,6,FALSE,9.10
1725979874,80.52,64.47,69.86,81.76,63.54,71.67,32.65,31.18,424.93,56.06,60.91,0.00,-0.58,-0.17,11.25,8.39,186.41,1022.67,15.15,14.95,270.50,22.40,5.99,10.35,1726063821,1726133045,0.25,15.80,75.30,2.50,9,6,FALSE,9.11
1726072982,79.38,76.54,78.20,80.22,77.24,79.26,40.92,35.16,483.18,74.41,89.12,0.35,74.07,20.14,19.83,11.74,40.12,1008.40,84.52,8.32,8.03,0.88,-0.09,11.86,1726087006,1726088196,0.24,2.48,79.36,1.99,9,6,FALSE,9.95
1726083939,85.83,70.82,76.54,88.36,70.23,78.50,37.52,37.08,455.86,68.93,75.70,0.03,22.18,12.13,16.88,9.33,111.53,1010.23,41.88,15.08,146.51,12.50,4.76,9.81,1726030648,1726132028,0.24,14.39,80.16,2.69,9,6,FALSE,10.06
1726009200,82.01,64.31,75.92,85.21,63.95,74.46,33.22,27.56,451.24,55.03,51.83,0.00,1.41,0.78,13.40,7.92,154.93,1015.86,12.02,15.08,254.82,21.92,6.99,8.53,1726129418,1726099566,0.26,19.40,77.90,2.86,9,6,FALSE,9.18
1726056349,84.00,61.16,72.27,84.65,61.46,72.34,33.01,29.57,419.94,57.12,58.15,0.02,-1.00,0.51,7.77,5.59,188.92,1021.40,11.59,15.55,256.04,22.47,6.13,9.54,1726014341,1726039136,0.25,22.43,76.01,1.96,9,6,FALSE,8.92
1726124977,82.88,64.25,76.04,82.09,63.43,75.90,35.11,30.49,417.57,54.95,50.58,-0.01,3.04,0.70,13.39,7.94,174.57,1016.39,9.86,15.48,251.89,22.17,6.92,9.14,1726036780,1726084413,0.24,19.66,77.82,2.79,9,6,FALSE,9.15
1726027200,84.30,61.80,72.50,83.60,61.80,72.40,32.18,37.71,448.64,57.40,61.40,0.00,0.00,0.00,7.80,5.40,194.10,1021.30,10.90,15.00,260.00,22.50,6.00,10.00,1726051102,1726096510,0.25,22.50,76.09,1.98,9,6,FALSE,8.83
1726030800,86.60,74.90,80.00,92.70,74.90,82.40,37.28,38.32,484.59,71.00,74.80,0.06,42.00,16.67,18.30,10.70,41.20,1008.50,51.60,15.00,194.40,16.70,5.00,10.00,1726057017,1726101805,0.25,11.70,83.55,2.84,9,6,FALSE,10.48
1726044768,78.85,77.48,76.93,81.18,75.66,78.76,39.98,33.35,508.56,75.18,92.46,0.34,76.72,20.98,20.35,12.52,69.36,1007.97,80.65,8.44,21.98,1.80,-0.18,10.30,1726037364,1726140633,0.24,3.28,79.91,2.08,9,6,FALSE,9.86
1726030800,83.70,64.10,74.50,83.30,64.10,74.40,31.96,25.33,423.43,55.10,51.50,0.00,1.00,0.00,13.90,8.30,172.80,1015.90,7.90,15.00,250.30,21.60,7.00,10.00,1726054028,1726099565,0.25,19.60,77.42,2.79,9,6,FALSE,9.18
1726078189,84.64,70.66,78.38,89.27,71.02,78.71,35.52,34.68,497.04,67.84,75.80,0.04,24.23,12.69,16.82,9.40,84.35,1010.27,42.86,14.75,136.13,11.62,4.97,10.56,1726123774,1726019390,0.26,14.67,80.01,2.68,9,6,FALSE,9.97
1726020367,83.07,63.54,73.49,81.14,63.30,74.41,37.59,25.03,420.13,53.97,52.41,0.00,3.80,-0.59,13.39,8.31,163.59,1016.70,8.61,15.48,255.29,21.28,6.96,10.80,1726042819,1726098376,0.26,19.89,78.34,2.90,9,6,FALSE,9.17
1726039692,72.65,66.02,68.72,70.70,65.15,68.65,30.86,35.78,466.20,62.65,79.66,0.00,-0.13,0.11,17.47,11.07,262.85,1007.56,41.63,14.88,285.41,25.08,9.06,11.40,1726057400,1726034165,0.30,6.26,68.05,3.59,9,6,FALSE,9.78
1725979910,82.71,63.27,73.06,84.36,64.32,75.20,35.26,26.07,452.28,56.76,50.03,0.00,4.28,-0.71,14.00,8.55,167.17,1015.99,7.08,14.74,253.36,21.31,7.00,9.29,1726051742,1726124278,0.25,19.68,76.58,2.88,9,6,FALSE,9.11
1726058486,77.99,76.49,78.37,77.76,76.57,78.41,39.34,33.70,500.71,75.31,91.03,0.34,76.88,20.38,20.79,12.00,57.84,1008.84,85.38,8.53,20.08,1.99,-0.14,9.94,1726047355,1726099251,0.25,3.08,79.84,2.04,9,6,FALSE,9.97
1725978339,79.25,62.60,68.04,78.19,63.78,68.95,38.39,36.24,471.16,61.09,73.69,0.00,2.14,0.03,17.10,8.77,183.83,1007.19,17.65,15.02,270.56,23.47,9.00,9.93,1726017682,1726092349,0.28,15.71,72.15,3.35,9,6,FALSE,9.82
1726050978,77.06,59.62,66.50,75.52,58.03,67.18,35.40,23.72,472.18,58.05,72.76,0.00,3.62,0.25,23.02,12.80,286.37,1009.14,16.06,14.79,264.74,22.34,7.98,10.65,1726029558,1726095881,0.29,20.04,73.27,3.98,9,6,FALSE,10.13
1725986334,86.35,70.30,76.80,89.57,71.94,79.86,41.71,33.12,490.89,69.21,75.23,0.04,17.76,13.18,16.78,9.14,101.90,1010.28,36.56,15.19,135.62,12.43,5.18,11.35,1726069424,1726160619,0.26,14.54,79.15,2.60,9,6,FALSE,10.03
1726022300,86.97,72.99,79.59,93.05,74.04,82.85,43.26,30.57,489.96,71.68,77.91,0.05,43.80,16.15,18.59,10.66,54.95,1008.83,53.54,15.06,196.15,16.56,4.98,8.34,1726079898,1726124188,0.25,11.55,84.48,2.88,9,6,FALSE,10.41
1726055415,80.63,66.47,69.56,79.13,65.15,70.36,26.87,33.27,424.31,56.48,62.34,0.01,1.83,0.43,12.27,8.32,173.34,1021.84,9.38,14.44,263.98,22.50,6.23,10.64,1726088245,1726114476,0.26,15.77,75.49,2.44,9,6,FALSE,8.98
1726043619,72.44,66.54,69.38,72.59,63.62,70.01,40.08,28.80,456.75,64.55,77.73,0.01,2.17,0.31,16.93,11.14,270.29,1007.75,36.36,14.79,285.17,24.20,9.04,8.96,1726066606,1726087165,0.28,5.91,68.94,3.51,9,6,FALSE,9.76
1726062365,78.20,64.22,67.46,78.00,63.23,67.34,30.35,35.32,466.46,58.06,73.83,0.01,1.80,-0.46,17.66,8.78,194.05,1006.58,15.45,15.05,269.63,23.75,9.27,9.95,1726043433,1726116311,0.27,14.90,71.93,3.37,9,6,FALSE,9.88
1726101933,106.11,81.64,94.49,100.54,79.28,91.19,29.32,30.94,421.46,39.64,16.38,0.01,-5.33,4.45,15.24,8.06,194.48,1001.55,4.09,15.17,269.89,23.59,8.95,10.63,1726052284,1726026283,0.30,24.70,89.08,3.32,9,6,FALSE,9.46
1726054276,78.88,76.87,77.27,79.43,75.90,77.12,44.98,37.52,523.64,75.43,90.66,0.35,77.15,20.32,19.99,11.65,47.19,1007.57,84.57,8.81,26.24,0.06,-0.16,10.55,1726069568,1726080646,0.28,3.50,79.74,2.02,9,6,FALSE,9.92
1726076723,71.81,65.33,70.07,71.44,64.64,69.02,35.48,30.64,466.34,62.35,83.20,0.01,3.66,0.64,17.51,11.30,258.69,1006.95,40.11,14.92,291.43,24.31,9.10,11.22,1726138590,1726082044,0.29,6.07,69.47,3.57,9,6,FALSE,9.69
1726022667,82.95,62.41,72.44,83.06,60.38,71.86,41.56,38.61,427.57,59.66,63.66,0.00,2.52,0.01,8.58,5.81,218.73,1021.70,14.86,14.78,255.09,21.88,5.93,9.53,1726081148,1726094321,0.22,23.23,75.57,2.07,9,6,FALSE,8.77
1726025211,85.16,62.39,73.38,85.16,61.78,72.65,31.84,30.84,448.69,58.28,59.03,0.00,-0.70,0.76,8.06,5.37,192.98,1021.27,11.91,15.13,257.36,22.96,5.88,10.28,1726078293,1726083348,0.24,21.24,75.52,2.05,9,6,FALSE,8.85
1726016854,85.74,74.63,81.41,92.29,74.26,83.09,45.63,31.10,494.20,69.62,73.40,0.06,38.60,16.71,18.75,11.22,22.57,1009.66,53.62,15.47,190.77,17.23,4.93,10.18,1726088253,1726126345,0.25,11.20,83.96,2.83,9,6,FALSE,10.43
1726027268,78.78,76.15,77.91,80.09,76.86,77.31,48.51,35.97,498.90,74.51,90.45,0.36,76.21,21.48,19.20,11.88,61.67,1008.80,81.32,8.25,11.42,1.18,-0.13,10.71,1726021489,1726078092,0.25,1.68,78.96,2.11,9,6,FALSE,9.94
1726053631,104.89,82.61,93.78,101.86,78.89,91.29,32.06,31.78,439.17,39.68,14.55,0.00,1.16,4.98,16.00,8.23,197.18,1000.66,8.13,14.83,273.12,24.40,8.99,9.17,1725989190,1726116698,0.28,23.35,89.00,3.38,9,6,FALSE,9.54
1726021903,83.07,64.19,73.37,79.66,64.61,69.85,34.03,29.21,445.42,57.01,60.16,0.00,-0.56,0.36,12.52,8.44,164.58,1021.01,13.57,14.85,263.19,23.46,6.26,11.09,1726023766,1726080310,0.23,15.70,75.83,2.39,9,6,FALSE,9.01
1726045229,85.16,63.13,71.42,83.33,61.68,72.90,40.45,31.32,445.13,57.38,61.54,0.01,-1.97,-0.21,7.46,5.39,204.21,1022.23,10.23,15.07,258.54,22.66,6.35,10.65,1726049347,1726071289,0.24,22.32,76.29,1.96,9,6,FALSE,8.79
1726057728,83.71,60.61,71.41,83.07,62.86,72.64,36.14,37.04,446.33,57.49,63.80,0.00,0.24,0.60,7.45,5.68,201.18,1021.77,11.98,14.78,255.89,21.93,6.02,9.04,1725963068,1726062096,0.24,21.85,75.72,1.99,9,6,FALSE,8.84
1726013674,84.06,61.24,74.63,84.01,61.58,72.75,35.16,34.85,459.24,56.45,63.76,0.00,-1.09,-0.13,6.88,5.51,184.99,1021.65,14.88,14.86,270.43,22.48,6.18,9.23,1726026102,1726126947,0.27,22.66,76.17,1.93,9,6,FALSE,8.68
1726029681,85.50,61.24,73.08,81.85,60.38,73.76,38.07,34.96,437.18,55.88,59.43,0.01,-2.51,0.46,8.78,5.05,185.62,1020.61,13.75,15.05,256.56,21.72,6.06,10.64,1726018799,1726102832,0.22,22.64,76.31,2.10,9,6,FALSE,8.82
1726016698,78.38,57.12,64.48,77.81,59.50,64.69,28.41,28.49,430.57,56.25,76.02,0.00,2.15,-0.21,23.40,13.43,274.61,1009.21,18.52,15.13,264.52,21.74,7.96,7.97,1726077656,1726125239,0.30,19.39,72.83,3.81,9,6,FALSE,10.16
1726038000,106.10,82.10,94.00,101.00,80.00,90.00,37.27,31.44,443.48,40.10,15.90,0.01,0.00,4.17,15.90,8.10,201.60,1001.80,5.70,15.00,274.90,23.70,9.00,10.00,1726060169,1726105166,0.29,24.00,89.76,3.39,9,6,FALSE,9.52
1726038000,71.50,65.20,68.50,71.50,65.20,68.50,30.03,32.15,485.73,63.00,82.60,0.00,2.00,0.00,17.40,11.00,264.20,1007.50,38.40,15.00,282.40,24.40,9.00,10.00,1726061411,1726106366,0.29,6.30,69.14,3.54,9,6,FALSE,9.84
1726012730,77.42,63.35,68.59,79.97,61.30,68.69,28.29,27.91,479.49,61.17,75.88,0.01,1.60,0.11,16.76,9.33,178.28,1006.47,17.49,15.14,268.78,23.93,9.23,9.88,1726055912,1726012030,0.29,16.16,72.27,3.45,9,6,FALSE,9.80
1726027102,84.23,61.30,72.84,83.41,61.23,72.16,29.56,36.10,449.50,57.26,61.49,0.00,0.86,0.05,7.13,4.90,191.49,1022.06,7.89,15.37,259.34,22.28,5.92,9.45,1725985957,1726134547,0.23,22.96,76.46,2.03,9,6,FALSE,8.93
1726030700,82.75,65.50,74.82,84.95,66.10,75.03,30.86,30.66,436.97,56.53,51.31,0.00,4.08,0.02,13.63,8.58,182.40,1014.40,11.17,15.11,245.70,21.74,6.63,11.07,1726034366,1726063295,0.25,19.67,76.90,2.81,9,6,FALSE,9.23
1726035117,84.08,64.33,75.94,83.68,63.60,74.66,27.84,35.43,425.81,55.40,50.44,0.01,3.03,1.16,13.86,7.79,154.71,1015.53,7.84,14.99,239.05,21.93,7.03,8.72,1726045117,1726126413,0.27,20.43,78.17,2.91,9,6,FALSE,9.07
1726073640,106.59,82.63,94.77,100.88,80.45,89.90,32.37,30.38,419.56,40.06,12.30,0.01,-0.69,4.04,16.13,8.43,201.61,1001.70,5.51,15.26,272.52,23.93,8.93,8.66,1726004705,1726175027,0.30,24.28,89.86,3.37,9,6,FALSE,9.52
1726027822,79.77,77.30,78.66,81.26,75.60,77.41,42.89,33.77,483.96,73.51,91.23,0.35,77.47,21.69,19.86,12.20,53.73,1008.19,83.11,8.74,10.34,1.71,0.16,10.19,1726066365,1726064882,0.25,4.07,80.21,1.96,9,6,FALSE,9.78
1726138973,82.02,65.00,72.79,83.32,67.53,73.26,27.06,33.85,437.77,59.88,61.06,0.01,2.12,0.23,13.45,9.60,187.13,1022.58,13.03,14.87,257.58,21.68,6.15,9.40,1726098116,1726199622,0.34,15.89,75.72,2.73,9,4,FALSE,9.30
1726103149,84.65,63.64,74.65,86.14,64.01,73.14,31.55,35.15,462.88,58.52,64.03,-0.01,2.96,-0.51,9.41,4.89,205.28,1023.85,8.66,15.22,263.26,23.11,5.96,9.95,1726162587,1726190279,0.30,21.38,76.36,2.18,9,4,FALSE,9.15
1726045744,85.42,63.34,74.75,83.13,63.77,73.89,41.74,36.30,480.17,58.09,65.21,-0.01,-1.02,0.26,10.10,5.17,208.26,1022.70,9.92,15.09,260.31,22.14,5.84,10.09,1726061493,1726169683,0.32,21.32,75.56,2.08,9,4,FALSE,9.01
1726144174,79.56,57.08,67.14,78.16,57.55,67.05,39.30,29.72,472.31,54.11,71.38,-0.01,8.24,-0.06,17.61,10.63,275.65,1006.94,13.31,14.74,256.25,22.39,8.12,9.67,1726151999,1726213912,0.30,21.41,73.90,3.41,9,4,FALSE,9.81
1726097453,71.60,63.81,66.73,69.40,65.44,67.61,42.14,26.53,445.42,61.19,82.71,-0.01,8.48,-0.50,17.54,11.45,214.87,1005.93,50.13,14.78,270.54,23.74,8.90,9.71,1726155862,1726173089,0.30,5.17,68.36,3.48,9,4,FALSE,9.74
1726136231,82.59,67.70,72.69,84.42,65.58,74.41,28.02,26.46,438.03,59.26,62.21,0.00,0.54,-0.17,13.22,9.47,195.99,1022.51,13.72,15.10,261.36,22.29,5.79,11.14,1726182471,1726238010,0.30,16.34,77.10,2.63,9,4,FALSE,9.32
1726124397,81.33,66.98,74.49,83.93,67.41,72.79,33.62,29.80,440.60,59.81,64.33,-0.01,-3.83,-0.15,14.46,9.41,201.47,1023.66,11.75,14.95,253.30,22.34,6.01,9.68,1726104353,1726215932,0.33,15.59,77.36,2.71,9,4,FALSE,9.36
1726124400,79.20,57.80,67.40,79.20,57.80,67.40,37.61,29.40,422.82,55.60,68.30,0.00,5.00,0.00,17.90,10.70,285.80,1007.00,14.20,15.00,262.20,22.60,8.00,10.00,1726148858,1726193937,0.32,21.40,74.30,3.39,9,4,FALSE,9.75
1726113600,82.50,66.50,73.80,82.70,66.50,73.90,30.78,26.17,426.58,59.70,62.50,0.00,0.00,0.00,14.30,9.40,196.90,1022.30,12.10,15.00,257.80,22.20,6.00,10.00,1726137256,1726182558,0.32,16.00,76.52,2.63,9,4,FALSE,9.30
1726117200,84.30,70.80,77.20,89.80,70.80,78.90,42.77,32.88,499.93,70.80,81.40,0.11,20.00,16.67,16.10,8.50,71.10,1008.70,41.50,12.40,191.10,16.40,6.00,10.00,1726142958,1726187803,0.32,13.50,78.88,2.82,9,4,FALSE,10.18
1726147349,77.90,61.73,65.71,76.71,60.48,66.66,31.00,33.37,452.23,60.13,85.78,-0.01,1.82,0.30,15.90,8.25,174.44,1005.29,17.53,15.03,265.18,22.66,8.96,10.33,1726259185,1726213149,0.31,15.93,68.64,3.33,9,4,FALSE,9.68
1726144157,85.44,63.63,73.42,83.96,63.99,71.69,30.11,37.51,449.63,60.78,64.79,0.00,3.01,0.04,9.63,5.09,201.97,1022.67,12.39,14.85,258.74,22.90,5.93,8.91,1726223423,1726156529,0.29,22.18,76.75,2.20,9,4,FALSE,9.07
1726144232,86.80,62.42,71.37,84.97,65.05,73.89,39.34,35.49,427.98,59.93,63.96,0.00,0.67,0.61,9.65,5.70,204.29,1021.38,10.28,14.80,255.85,22.49,6.09,9.60,1726068698,1726136282,0.34,21.44,75.90,2.09,9,4,FALSE,8.93
1726118347,82.84,71.19,77.77,91.24,70.86,78.12,36.45,36.52,487.79,70.88,78.44,0.12,21.12,16.84,16.40,8.68,82.52,1008.47,39.07,12.40,197.72,16.05,6.00,8.12,1726184159,1726203271,0.32,13.04,78.97,2.81,9,4,FALSE,10.12
1726091419,83.04,70.75,77.01,91.26,72.20,77.30,38.57,40.30,479.41,72.24,81.33,0.12,21.23,16.76,16.33,8.50,62.71,1009.67,39.70,12.64,193.25,17.12,5.71,9.28,1726160943,1726229338,0.32,13.69,78.24,2.78,9,4,FALSE,10.19
