datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunriseEpoch,sunsetEpoch,moonphase,tempRange,heatIndex,severityScore,month,dayOfWeek,isWeekend,healthRiskScore,airQualityOptimized
1725964124,82.11,75.92,78.38,87.35,74.82,79.0,73.69,82.78,0.25,77.99,20.86,16.78,10.66,59.96,1012.23,78.28,11.9,212.34,17.76,6.04,9.81,1726052047,1725966108,0.24,6.32,81.18,3.0,9,5,False,10.56,0.715574123156261
1725982108,79.94,58.4,67.2,81.04,57.69,66.73,58.18,69.32,0.0,2.61,0.34,18.6,9.93,282.39,1012.24,15.76,12.26,268.78,23.54,9.06,10.9,1726034123,1726074221,0.25,20.0,73.78,3.52,9,5,False,9.92,0.6195952308648472
1725969666,78.02,60.63,67.64,78.51,58.44,67.6,57.76,68.93,-0.01,0.59,0.28,16.23,9.41,301.48,1012.51,21.17,12.71,279.66,23.71,9.03,10.05,1725941450,1726039840,0.24,20.03,74.08,3.57,9,5,False,9.97,0.6287160136112696
1725910383,81.72,58.62,69.88,81.62,59.63,70.28,55.17,57.99,0.01,-3.25,3.13,10.57,5.57,289.48,1019.45,-0.51,11.48,269.94,23.79,5.78,8.92,1726014140,1726035992,0.26,20.92,75.74,2.42,9,5,False,8.93,0.4830516212821853
1725924536,105.32,79.97,92.89,101.15,79.26,89.2,39.32,14.17,0.02,-2.77,4.16,10.55,5.49,117.74,1006.5,6.46,12.83,278.23,23.8,9.04,10.02,1725983559,1726035705,0.26,24.9,89.29,2.81,9,5,False,9.49,0.449083727809934
1725939606,81.48,76.05,80.05,88.56,75.19,81.72,71.5,81.93,0.25,74.69,21.34,17.44,10.82,48.68,1012.09,79.28,12.14,216.01,18.16,5.72,10.88,1725957612,1725988287,0.23,5.74,80.92,2.97,9,5,False,10.47,0.8758620783539991
1725921739,83.3,60.9,70.02,80.59,59.34,69.75,54.83,59.52,0.02,-0.36,3.09,10.77,5.6,290.26,1019.68,2.05,11.84,264.97,22.15,5.97,8.88,1725992738,1726064179,0.25,21.62,75.41,2.33,9,5,False,9.02,0.48399741420083214
1725876118,81.42,75.32,79.18,87.54,75.89,80.27,72.32,81.6,0.23,80.3,20.62,18.0,10.63,42.56,1012.06,85.12,11.75,211.83,18.52,5.96,10.45,1725974188,1726038238,0.25,6.36,80.62,2.97,9,5,False,10.41,0.7637633975437174
1725979429,82.27,62.33,71.64,80.36,60.97,71.82,53.66,50.33,0.0,1.54,-0.5,12.62,8.15,189.02,1019.03,7.44,12.42,260.76,22.44,6.86,10.18,1725957500,1726068582,0.26,20.59,76.93,2.76,9,5,False,9.01,0.5728750573901716
1725885291,81.79,60.24,70.49,81.33,61.03,69.58,53.95,59.56,0.02,-0.85,4.66,10.88,5.42,299.39,1019.53,6.19,11.7,271.38,21.72,5.87,9.37,1725941882,1726031084,0.27,22.37,75.63,2.28,9,5,False,8.97,0.5941352696335545
1725906252,89.74,64.36,74.81,88.89,61.21,76.87,58.55,52.02,0.01,3.5,4.5,12.31,6.22,74.85,1014.15,7.77,12.02,277.29,25.36,8.14,11.56,1725982208,1726088434,0.27,26.19,77.6,2.97,9,5,False,9.23,0.4085360403791241
1725962693,90.44,62.11,75.59,88.28,61.84,74.29,55.77,51.95,0.01,5.22,4.2,12.41,6.32,91.22,1014.11,9.47,11.97,283.76,23.45,7.86,10.98,1725931346,1726054854,0.24,25.98,78.49,2.75,9,5,False,9.24,0.5248797004515652
1725990307,80.51,61.57,71.97,80.46,62.0,72.78,52.61,50.25,0.0,-0.12,1.27,13.6,8.34,196.33,1018.06,8.38,12.5,256.84,21.58,6.78,9.15,1725966334,1725987674,0.27,21.33,77.09,2.73,9,5,False,9.01,0.49697692845158786
1725911478,81.48,58.54,71.28,79.79,61.09,71.71,53.9,57.58,0.03,2.12,4.05,11.28,5.05,292.92,1019.64,2.56,11.5,263.77,23.04,5.96,9.07,1725980914,1726012192,0.24,21.59,75.63,2.24,9,5,False,8.88,0.5120659808604093
1726010494,87.36,68.47,75.99,85.7,68.63,78.4,59.89,53.27,0.01,-0.61,4.41,19.52,10.83,218.26,1010.55,11.51,12.45,277.5,24.21,9.13,11.72,1725941962,1725980042,0.28,18.89,78.03,3.83,9,5,False,9.87,0.3922430960661379
1725919122,78.72,59.16,66.97,79.69,58.11,67.46,56.58,68.98,0.0,-2.58,-0.56,17.24,9.73,308.66,1013.14,17.67,12.86,272.04,23.33,9.16,12.06,1725990855,1726009943,0.25,20.45,73.64,3.61,9,5,False,9.8,0.5535691234201339
1725902783,82.5,61.13,71.82,81.02,61.46,73.69,52.4,48.28,0.01,-1.98,0.56,13.16,8.24,196.09,1018.88,7.22,11.81,253.52,22.19,7.21,9.79,1726027733,1725987107,0.27,20.49,78.5,2.6,9,5,False,9.03,0.3666175573230652
1725922016,79.53,68.13,74.71,79.23,68.42,74.45,64.09,68.96,0.0,0.38,4.81,20.9,12.49,303.38,1009.94,27.87,12.01,269.77,23.11,8.99,9.96,1725963568,1726025900,0.25,10.53,76.75,3.82,9,5,False,10.24,0.5325228646680423
1725937047,82.33,60.4,69.02,81.15,60.16,71.99,55.5,56.6,0.03,0.4,3.68,11.45,5.9,289.28,1019.37,6.84,11.78,270.73,22.62,5.94,8.39,1725935532,1726068518,0.24,21.56,75.41,2.26,9,5,False,8.91,0.5721422672864916
1725948456,87.87,66.34,75.98,86.69,65.95,76.22,59.22,49.84,0.01,0.56,3.13,20.61,11.02,215.5,1010.25,8.72,12.08,271.94,23.4,9.23,8.82,1726009931,1726049890,0.27,19.3,78.99,3.72,9,5,False,9.87,0.4972673337319588
1725951600,79.4,59.6,67.8,79.4,59.6,67.8,57.2,70.7,0.0,0.0,0.0,17.4,9.8,290.2,1012.5,18.8,12.4,274.7,23.8,9.0,10.0,1725975959,1726021321,0.25,19.8,73.52,3.54,9,5,False,9.85,0.5187117341087925
1725870674,79.59,70.11,75.76,81.12,71.16,75.25,64.93,70.57,0.0,2.04,3.81,19.72,11.91,308.45,1009.96,28.18,12.27,283.02,23.22,8.97,9.78,1725979847,1725979835,0.24,9.42,77.01,3.82,9,5,False,10.3,0.7020765856231396
1725909061,86.27,66.67,76.29,86.65,66.58,76.48,59.8,53.97,0.02,0.58,3.87,19.88,10.63,222.74,1010.81,6.89,11.99,267.18,23.6,9.03,10.22,1726013934,1725979588,0.24,19.52,77.59,3.79,9,5,False,9.93,0.47581149171711773
1725860702,80.29,59.55,72.14,81.24,62.62,72.2,51.64,51.73,0.0,-0.04,0.75,13.42,8.42,190.58,1019.75,8.54,11.93,257.67,22.06,7.12,11.06,1725987619,1725997856,0.23,20.5,76.83,2.68,9,5,False,9.15,0.3532717228895792
1725944400,88.8,70.4,79.2,90.5,70.4,80.0,59.4,51.3,0.06,26.0,20.83,19.5,10.7,42.2,1013.5,38.9,12.1,290.4,25.0,9.0,10.0,1725970586,1726015478,0.25,18.4,80.23,3.76,9,5,False,9.95,0.535389855207285
1725946024,90.52,63.14,74.8,88.31,62.26,76.25,57.03,52.02,0.01,7.07,5.43,11.59,6.51,86.96,1014.54,12.02,11.67,275.51,23.47,7.81,11.31,1725961133,1726020829,0.26,27.48,77.63,2.87,9,5,False,9.09,0.45685991886069893
1725915481,80.52,59.78,67.07,78.41,60.56,68.71,57.39,68.69,0.02,-0.74,0.63,18.2,10.05,289.58,1011.5,18.71,12.3,278.76,24.39,8.94,9.61,1726016014,1725974825,0.25,18.67,74.21,3.56,9,5,False,9.74,0.5193507118783667
1725847456,78.9,59.67,67.41,79.44,59.26,67.79,56.87,69.02,-0.01,-1.13,0.66,18.22,9.71,294.45,1011.87,19.64,12.41,271.17,24.05,9.07,10.79,1725960901,1725990540,0.23,19.74,73.92,3.57,9,5,False,9.77,0.5526303033914131
1725951600,86.6,67.4,77.0,86.7,67.4,77.1,58.8,54.2,0.02,0.0,4.17,20.1,10.7,216.4,1010.7,8.8,12.2,273.8,23.7,9.0,10.0,1725975192,1726020345,0.25,19.2,78.7,3.81,9,5,False,9.94,0.6214343942131871
1725993260,87.33,67.97,75.87,86.27,66.9,77.22,57.9,55.22,0.01,2.04,2.23,19.96,9.98,229.49,1010.57,9.03,11.98,274.76,23.74,8.81,9.81,1725973066,1725975203,0.23,18.86,78.49,3.93,9,5,False,9.98,0.49179101129962577
1725976579,105.4,82.11,95.33,101.15,79.61,89.07,38.52,17.71,0.01,-0.73,3.03,11.11,5.44,125.59,1006.75,7.73,12.39,274.55,24.58,8.89,9.68,1725974174,1726076157,0.26,25.46,90.32,2.97,9,5,False,9.44,0.5101119503036469
1725930313,78.33,69.61,73.05,79.01,70.01,74.46,64.49,74.69,0.0,4.5,3.15,20.94,12.46,292.21,1009.82,22.04,12.26,273.44,23.57,9.18,10.87,1725963840,1726033900,0.24,9.98,76.61,3.68,9,5,False,10.38,0.6829309882663095
1725916502,89.22,64.12,75.03,90.07,60.69,75.24,56.42,49.97,0.01,5.26,3.93,11.37,6.53,94.82,1014.87,8.38,12.34,265.47,25.05,7.89,10.23,1725917450,1725971280,0.26,27.35,78.02,2.88,9,5,False,9.22,0.49573889376720054
1725951600,79.4,69.5,74.8,79.4,69.5,74.8,65.0,71.9,0.0,0.0,4.17,20.4,12.5,302.3,1009.8,26.5,12.2,272.9,23.6,9.0,10.0,1725974973,1726020046,0.25,9.9,76.31,3.84,9,5,False,10.39,0.6942990535962877
1725956184,107.21,80.62,92.6,101.27,79.88,90.72,38.41,16.38,0.01,-2.08,5.1,10.46,5.22,134.48,1007.2,2.37,12.34,266.01,23.88,9.2,10.81,1725921586,1726044740,0.24,25.29,89.42,2.78,9,5,False,9.37,0.5119891719587685
1725947706,84.91,65.23,75.31,88.5,69.11,76.8,59.31,54.6,0.0,-0.07,4.74,20.57,10.6,215.38,1010.83,9.96,12.39,274.37,23.35,8.92,10.51,1725948725,1726025155,0.27,19.74,79.07,3.76,9,5,False,9.89,0.40787117461298683
1725940800,79.8,63.6,71.3,79.8,63.6,71.3,54.8,56.8,0.04,0.0,4.17,11.4,7.2,289.7,1019.0,7.7,11.9,269.3,23.3,7.0,10.0,1725964339,1726009959,0.25,16.2,76.36,2.54,9,5,False,9.08,0.48784549905287916
1725980786,80.9,64.74,73.02,78.36,63.4,70.32,55.13,56.64,0.04,-0.57,3.87,11.64,7.11,287.63,1019.05,-1.77,11.73,262.28,22.87,7.02,11.26,1725984608,1726020910,0.25,16.19,77.25,2.59,9,5,False,9.06,0.5889266360702196
1725952764,106.84,81.19,92.87,100.98,80.26,90.07,39.24,15.89,0.01,-1.85,3.57,10.71,5.69,127.32,1007.04,4.37,12.37,272.51,23.6,9.24,10.15,1725886302,1726018860,0.23,25.42,88.43,2.74,9,5,False,9.36,0.42552862108552664
1725956092,83.3,59.55,68.95,80.21,60.07,70.11,56.19,56.83,0.02,1.18,5.41,11.99,5.17,303.62,1019.75,4.54,11.98,270.2,22.44,5.84,10.02,1725947184,1725989839,0.26,21.02,76.14,2.24,9,5,False,8.88,0.5267933636334655
1725944400,82.3,61.8,72.5,81.4,61.8,72.4,52.5,50.4,0.0,1.0,0.0,13.2,8.1,199.4,1019.0,6.7,12.1,255.4,22.0,7.0,10.0,1725967566,1726013269,0.25,20.5,76.95,2.72,9,5,False,9.07,0.43283437908837247
1725912291,83.09,62.98,72.3,81.79,61.15,74.0,53.54,51.5,0.0,-4.26,-0.17,13.2,7.84,188.93,1019.47,6.56,12.22,260.27,21.87,6.98,10.26,1725987767,1726042796,0.27,20.65,77.48,2.74,9,5,False,9.1,0.41118754841047594
1725987780,106.62,80.76,93.85,101.79,79.71,91.95,38.73,15.68,0.0,1.85,3.32,11.47,5.27,129.49,1007.58,6.03,12.71,275.07,24.79,9.26,8.94,1725987073,1725986017,0.25,24.45,89.87,2.81,9,5,False,9.42,0.48399113285303236
1725945383,81.37,69.61,73.54,78.44,69.71,74.9,63.43,73.43,-0.01,2.92,4.29,21.19,12.84,318.14,1010.21,28.06,11.87,274.79,23.81,9.1,8.54,1725979488,1726034416,0.28,9.29,76.29,3.82,9,5,False,10.49,0.5508581502558841
1725922904,89.99,70.53,78.29,89.88,69.98,80.34,58.23,52.81,0.05,26.37,21.0,19.34,10.65,47.0,1013.37,39.0,11.93,286.97,24.61,9.01,10.5,1725966719,1726003021,0.25,18.75,80.26,3.66,9,5,False,9.88,0.5107948557193472
1725961527,78.46,69.4,75.27,79.21,68.7,74.84,65.48,68.81,0.0,4.03,5.51,20.76,12.52,299.38,1010.18,27.08,12.37,273.0,24.09,8.85,10.57,1725993484,1726061449,0.26,10.15,75.57,3.79,9,5,False,10.35,0.6368258311578349
1725940800,81.6,60.0,70.4,81.1,60.0,70.3,54.4,58.4,0.03,0.0,4.17,11.0,5.4,294.2,1019.8,3.0,11.9,265.5,22.8,6.0,10.0,1725964645,1726010209,0.25,21.6,76.12,2.3,9,5,False,8.96,0.5602530605690675
1725953876,90.21,61.79,75.03,89.04,62.13,76.83,56.15,52.23,0.0,6.15,4.65,11.81,5.75,84.34,1015.16,9.92,11.92,270.76,23.03,8.17,9.3,1726032748,1726015983,0.23,27.51,77.82,2.76,9,5,False,9.31,0.5873431484936108
1726004454,78.83,59.5,68.15,79.47,58.78,67.75,57.79,72.87,-0.01,-1.02,0.96,16.79,10.03,294.6,1012.33,16.47,12.59,276.41,24.07,8.99,10.43,1726000625,1726013662,0.24,18.78,73.76,3.59,9,5,False,9.76,0.5202734297811782
1725897952,105.01,81.68,94.23,100.98,80.19,89.33,38.93,18.19,0.0,-1.69,4.28,10.04,5.08,151.16,1007.03,1.02,12.31,274.46,24.47,8.87,10.13,1725954042,1726065881,0.27,24.16,89.34,2.86,9,5,False,9.31,0.484168927182784
1725969279,106.91,81.73,92.38,101.81,79.44,89.7,39.62,14.34,0.03,-1.45,3.07,10.5,5.33,135.34,1007.12,2.39,12.43,282.66,23.81,8.84,11.04,1725940406,1726021224,0.26,24.5,89.53,2.86,9,5,False,9.45,0.454713356192415
1725932516,81.72,59.91,69.81,80.31,57.94,70.16,54.71,57.43,0.02,-0.79,4.01,11.69,5.56,288.66,1020.32,3.1,12.23,254.64,22.38,6.1,10.64,1725971419,1725979401,0.23,21.63,75.88,2.4,9,5,False,8.93,0.4650654790186435
1725975874,85.65,67.34,75.87,86.14,67.57,76.75,58.7,54.28,0.02,1.73,4.85,20.46,10.27,221.96,1010.19,6.79,11.88,279.21,23.2,8.98,8.46,1725920199,1726087957,0.25,18.99,79.4,3.81,9,5,False,9.9,0.37082352405504587
1725924421,105.64,81.89,92.81,102.69,79.58,88.7,40.09,15.72,0.02,-0.1,4.23,10.53,5.35,136.03,1006.38,0.23,12.43,282.14,24.11,9.12,10.37,1725869486,1725987149,0.25,25.27,89.77,2.88,9,5,False,9.48,0.34574006814353386
1725974244,79.26,60.01,67.67,80.43,59.18,67.18,56.51,71.46,-0.01,-0.11,-0.33,17.36,9.7,288.82,1012.66,15.94,12.3,280.47,24.27,8.9,9.58,1726010704,1726028520,0.23,20.49,73.42,3.53,9,5,False,9.81,0.5527304825531986
1725931777,83.2,60.91,73.38,81.87,60.82,71.47,52.48,51.93,0.02,1.1,-0.28,13.62,8.12,192.33,1018.96,7.77,12.01,259.76,21.89,6.94,10.84,1726037928,1726005997,0.24,19.65,76.68,2.62,9,5,False,8.99,0.4318925349139339
1726115778,106.73,81.87,95.03,102.36,80.39,90.06,39.62,16.81,0.0,2.49,4.06,14.77,7.91,192.99,1002.44,5.67,14.95,273.12,24.62,8.93,8.22,1726070072,1726135724,0.32,24.7,89.66,3.37,9,6,False,9.53,0.5648028533809883
1725979558,79.89,65.29,72.23,80.03,64.77,72.81,57.97,62.36,0.01,-1.48,0.21,12.44,7.86,168.31,1021.85,17.36,14.75,265.2,21.85,5.86,7.9,1726067872,1726136546,0.23,16.75,77.49,2.36,9,6,False,9.09,0.46004822752371854
1726027200,80.7,64.7,72.1,80.8,64.7,72.1,57.2,60.4,0.0,0.0,0.0,12.1,8.3,171.7,1021.7,13.1,15.0,264.8,22.9,6.0,10.0,1726050798,1726096259,0.25,16.0,76.09,2.41,9,6,False,9.07,0.5379200601792434
1726038000,77.3,57.6,66.3,77.3,57.6,66.3,56.8,73.1,0.0,4.0,0.0,23.0,13.4,273.9,1009.6,17.3,15.0,264.0,22.6,8.0,10.0,1726062408,1726107629,0.29,19.7,72.91,3.9,9,6,False,10.14,0.5619577321878474
1725997824,81.17,64.58,72.52,81.67,65.35,72.59,56.79,63.01,0.0,-1.5,-0.22,11.86,8.53,168.58,1020.97,11.06,15.01,268.03,22.78,5.85,11.23,1726076254,1726112089,0.27,15.34,75.83,2.47,9,6,False,9.16,0.4304368403671857
1726069494,85.94,75.55,79.59,92.34,73.25,81.83,68.92,73.57,0.06,41.66,16.28,18.69,10.7,31.67,1007.14,51.82,14.9,203.99,16.56,4.87,10.32,1726020942,1726109871,0.27,11.28,83.33,2.72,9,6,False,10.36,0.6893700139733537
1726052523,81.66,64.09,73.69,81.87,65.18,72.62,56.55,59.0,0.0,2.7,0.28,12.48,8.05,184.11,1021.79,10.16,14.58,266.69,22.84,5.8,9.9,1726038803,1726042343,0.25,16.57,76.64,2.56,9,6,False,9.05,0.664049366876532
1725985568,77.78,63.69,69.17,78.23,62.89,69.27,59.86,75.77,-0.01,4.91,0.42,16.82,8.77,193.51,1006.98,17.76,14.75,287.83,23.09,8.87,10.57,1726007961,1726095487,0.3,15.44,72.02,3.49,9,6,False,9.77,0.7330760240144504
1726038000,78.7,63.1,68.6,78.7,63.1,68.6,59.9,74.5,0.0,2.0,0.0,16.6,8.9,183.0,1007.3,14.7,15.0,277.6,23.8,9.0,10.0,1726061633,1726106662,0.29,15.6,72.3,3.46,9,6,False,9.81,0.6203090388480996
1726050617,86.37,70.8,78.64,89.08,68.73,78.85,69.07,77.88,0.06,20.09,12.71,16.01,8.93,83.24,1010.62,43.46,14.4,139.84,11.69,5.22,10.36,1726031797,1726053441,0.26,14.33,80.11,2.79,9,6,False,10.03,0.7000677900937884
1726030800,79.4,76.4,77.9,79.4,76.4,77.9,75.0,90.8,0.35,78.0,20.83,20.1,11.9,54.6,1008.5,84.1,8.5,15.7,1.4,0.0,10.0,1726056258,1726101064,0.25,3.0,80.26,2.04,9,6,False,9.88,0.83956558802076
1726056779,79.59,77.55,77.0,81.07,75.62,78.03,73.7,91.12,0.35,76.27,19.95,19.65,11.93,58.76,1009.2,84.88,8.61,20.4,0.82,-0.06,9.11,1726053442,1726115789,0.27,3.15,80.13,1.98,9,6,False,9.96,0.7865484500060923
1726052251,79.28,63.12,68.57,80.19,63.22,68.95,59.02,76.65,0.01,4.41,-0.46,16.29,8.98,175.17,1006.82,13.73,15.44,281.63,24.19,9.07,9.07,1726066396,1726151312,0.3,14.96,72.5,3.59,9,6,False,9.78,0.6409503680813392
1726044107,70.17,65.23,67.93,71.0,65.9,68.44,62.55,77.02,-0.02,1.03,0.09,17.84,10.67,262.24,1007.09,38.16,15.13,277.89,24.3,8.84,10.79,1726086968,1726106956,0.29,6.22,68.46,3.47,9,6,False,9.79,0.5957354281159987
1726032845,83.82,61.45,71.76,84.13,62.8,70.39,57.57,63.56,0.0,-2.78,-0.59,8.41,5.45,202.23,1020.92,11.22,15.19,253.39,22.97,6.19,9.58,1726051837,1726117802,0.25,22.32,75.76,1.85,9,6,False,8.82,0.541687047262292
1726024328,87.18,70.85,76.33,91.63,70.57,79.64,70.48,76.0,0.05,21.84,12.36,16.8,9.1,102.05,1010.4,38.04,14.91,143.56,11.4,5.13,10.38,1726065467,1726103275,0.26,14.87,80.35,2.73,9,6,False,9.96,0.737279108103026
1726030939,80.74,63.53,71.2,80.56,66.6,72.6,58.93,59.7,0.0,3.31,0.47,11.84,8.39,168.25,1021.34,12.13,15.11,259.7,23.15,5.88,10.61,1726068130,1726086247,0.26,15.59,76.45,2.36,9,6,False,9.09,0.5644039095850394
1726030800,85.2,70.6,77.7,89.8,70.6,79.2,69.3,76.0,0.05,21.0,12.5,16.6,9.2,92.6,1010.5,40.0,15.0,139.6,11.9,5.0,10.0,1726056519,1726101484,0.25,14.6,79.73,2.66,9,6,False,10.0,0.6796640449792849
1726019893,87.23,74.5,80.72,91.27,74.98,82.57,70.53,73.4,0.07,42.87,16.76,18.3,10.49,49.81,1008.23,51.48,14.97,187.84,16.28,4.99,10.77,1726055242,1726122596,0.25,10.99,84.1,2.85,9,6,False,10.54,0.5915178545102812
1726042575,85.56,64.6,75.2,82.41,65.18,73.96,55.19,51.61,0.0,5.06,0.14,14.09,8.82,171.31,1015.38,8.98,15.33,253.11,22.07,6.87,9.5,1726094294,1726105610,0.23,19.62,77.61,2.85,9,6,False,9.16,0.43189435684564975
1726066748,80.24,64.56,71.39,81.07,63.85,74.11,57.78,62.31,0.0,-2.79,0.59,12.07,8.8,166.23,1022.1,8.81,15.1,259.68,23.14,6.09,11.04,1726071790,1726059915,0.24,15.78,77.02,2.4,9,6,False,9.1,0.6046575920658299
1725979874,80.52,64.47,69.86,81.76,63.54,71.67,56.06,60.91,0.0,-0.58,-0.17,11.25,8.39,186.41,1022.67,15.15,14.95,270.5,22.4,5.99,10.35,1726063821,1726133045,0.25,15.8,75.3,2.5,9,6,False,9.11,0.48071515253868574
1726072982,79.38,76.54,78.2,80.22,77.24,79.26,74.41,89.12,0.35,74.07,20.14,19.83,11.74,40.12,1008.4,84.52,8.32,8.03,0.88,-0.09,11.86,1726087006,1726088196,0.24,2.48,79.36,1.99,9,6,False,9.95,0.7287034789786464
1726083939,85.83,70.82,76.54,88.36,70.23,78.5,68.93,75.7,0.03,22.18,12.13,16.88,9.33,111.53,1010.23,41.88,15.08,146.51,12.5,4.76,9.81,1726030648,1726132028,0.24,14.39,80.16,2.69,9,6,False,10.06,0.6580330208632953
1726009200,82.01,64.31,75.92,85.21,63.95,74.46,55.03,51.83,0.0,1.41,0.78,13.4,7.92,154.93,1015.86,12.02,15.08,254.82,21.92,6.99,8.53,1726129418,1726099566,0.26,19.4,77.9,2.86,9,6,False,9.18,0.5070835083504576
1726056349,84.0,61.16,72.27,84.65,61.46,72.34,57.12,58.15,0.02,-1.0,0.51,7.77,5.59,188.92,1021.4,11.59,15.55,256.04,22.47,6.13,9.54,1726014341,1726039136,0.25,22.43,76.01,1.96,9,6,False,8.92,0.4542552930498547
1726124977,82.88,64.25,76.04,82.09,63.43,75.9,54.95,50.58,-0.01,3.04,0.7,13.39,7.94,174.57,1016.39,9.86,15.48,251.89,22.17,6.92,9.14,1726036780,1726084413,0.24,19.66,77.82,2.79,9,6,False,9.15,0.47606789844458314
1726027200,84.3,61.8,72.5,83.6,61.8,72.4,57.4,61.4,0.0,0.0,0.0,7.8,5.4,194.1,1021.3,10.9,15.0,260.0,22.5,6.0,10.0,1726051102,1726096510,0.25,22.5,76.09,1.98,9,6,False,8.83,0.6042776598629794
1726030800,86.6,74.9,80.0,92.7,74.9,82.4,71.0,74.8,0.06,42.0,16.67,18.3,10.7,41.2,1008.5,51.6,15.0,194.4,16.7,5.0,10.0,1726057017,1726101805,0.25,11.7,83.55,2.84,9,6,False,10.48,0.7369569002577676
1726044768,78.85,77.48,76.93,81.18,75.66,78.76,75.18,92.46,0.34,76.72,20.98,20.35,12.52,69.36,1007.97,80.65,8.44,21.98,1.8,-0.18,10.3,1726037364,1726140633,0.24,3.28,79.91,2.08,9,6,False,9.86,0.7604486216338838
1726030800,83.7,64.1,74.5,83.3,64.1,74.4,55.1,51.5,0.0,1.0,0.0,13.9,8.3,172.8,1015.9,7.9,15.0,250.3,21.6,7.0,10.0,1726054028,1726099565,0.25,19.6,77.42,2.79,9,6,False,9.18,0.40710394685013856
1726078189,84.64,70.66,78.38,89.27,71.02,78.71,67.84,75.8,0.04,24.23,12.69,16.82,9.4,84.35,1010.27,42.86,14.75,136.13,11.62,4.97,10.56,1726123774,1726019390,0.26,14.67,80.01,2.68,9,6,False,9.97,0.7115593414855433
1726020367,83.07,63.54,73.49,81.14,63.3,74.41,53.97,52.41,0.0,3.8,-0.59,13.39,8.31,163.59,1016.7,8.61,15.48,255.29,21.28,6.96,10.8,1726042819,1726098376,0.26,19.89,78.34,2.9,9,6,False,9.17,0.442254525863317
1726039692,72.65,66.02,68.72,70.7,65.15,68.65,62.65,79.66,0.0,-0.13,0.11,17.47,11.07,262.85,1007.56,41.63,14.88,285.41,25.08,9.06,11.4,1726057400,1726034165,0.3,6.26,68.05,3.59,9,6,False,9.78,0.6132840245851903
1725979910,82.71,63.27,73.06,84.36,64.32,75.2,56.76,50.03,0.0,4.28,-0.71,14.0,8.55,167.17,1015.99,7.08,14.74,253.36,21.31,7.0,9.29,1726051742,1726124278,0.25,19.68,76.58,2.88,9,6,False,9.11,0.5098362582038902
1726058486,77.99,76.49,78.37,77.76,76.57,78.41,75.31,91.03,0.34,76.88,20.38,20.79,12.0,57.84,1008.84,85.38,8.53,20.08,1.99,-0.14,9.94,1726047355,1726099251,0.25,3.08,79.84,2.04,9,6,False,9.97,0.740684444610115
1725978339,79.25,62.6,68.04,78.19,63.78,68.95,61.09,73.69,0.0,2.14,0.03,17.1,8.77,183.83,1007.19,17.65,15.02,270.56,23.47,9.0,9.93,1726017682,1726092349,0.28,15.71,72.15,3.35,9,6,False,9.82,0.6917202574608274
1726050978,77.06,59.62,66.5,75.52,58.03,67.18,58.05,72.76,0.0,3.62,0.25,23.02,12.8,286.37,1009.14,16.06,14.79,264.74,22.34,7.98,10.65,1726029558,1726095881,0.29,20.04,73.27,3.98,9,6,False,10.13,0.531667108704364
1725986334,86.35,70.3,76.8,89.57,71.94,79.86,69.21,75.23,0.04,17.76,13.18,16.78,9.14,101.9,1010.28,36.56,15.19,135.62,12.43,5.18,11.35,1726069424,1726160619,0.26,14.54,79.15,2.6,9,6,False,10.03,0.7307539122980838
1726022300,86.97,72.99,79.59,93.05,74.04,82.85,71.68,77.91,0.05,43.8,16.15,18.59,10.66,54.95,1008.83,53.54,15.06,196.15,16.56,4.98,8.34,1726079898,1726124188,0.25,11.55,84.48,2.88,9,6,False,10.41,0.7132009242943375
1726055415,80.63,66.47,69.56,79.13,65.15,70.36,56.48,62.34,0.01,1.83,0.43,12.27,8.32,173.34,1021.84,9.38,14.44,263.98,22.5,6.23,10.64,1726088245,1726114476,0.26,15.77,75.49,2.44,9,6,False,8.98,0.45487880497438754
1726043619,72.44,66.54,69.38,72.59,63.62,70.01,64.55,77.73,0.01,2.17,0.31,16.93,11.14,270.29,1007.75,36.36,14.79,285.17,24.2,9.04,8.96,1726066606,1726087165,0.28,5.91,68.94,3.51,9,6,False,9.76,0.5899036269681864
1726062365,78.2,64.22,67.46,78.0,63.23,67.34,58.06,73.83,0.01,1.8,-0.46,17.66,8.78,194.05,1006.58,15.45,15.05,269.63,23.75,9.27,9.95,1726043433,1726116311,0.27,14.9,71.93,3.37,9,6,False,9.88,0.6046422016227201
1726101933,106.11,81.64,94.49,100.54,79.28,91.19,39.64,16.38,0.01,-5.33,4.45,15.24,8.06,194.48,1001.55,4.09,15.17,269.89,23.59,8.95,10.63,1726052284,1726026283,0.3,24.7,89.08,3.32,9,6,False,9.46,0.44263802811090996
1726054276,78.88,76.87,77.27,79.43,75.9,77.12,75.43,90.66,0.35,77.15,20.32,19.99,11.65,47.19,1007.57,84.57,8.81,26.24,0.06,-0.16,10.55,1726069568,1726080646,0.28,3.5,79.74,2.02,9,6,False,9.92,0.8826840609728807
1726076723,71.81,65.33,70.07,71.44,64.64,69.02,62.35,83.2,0.01,3.66,0.64,17.51,11.3,258.69,1006.95,40.11,14.92,291.43,24.31,9.1,11.22,1726138590,1726082044,0.29,6.07,69.47,3.57,9,6,False,9.69,0.5948849477299962
